Day,Month,Years,Hour,Category,DayOfWeek,PdDistrict,Resolution                                                                        
30,4,2013,8,VEHICLE THEFT,Tuesday,MISSION,NONE
24,4,2005,1,VANDALISM,Sunday,MISSION,NONE
15,8,2010,17,ASSAULT,Sunday,SOUTHERN,NONE
30,5,2005,22,OTHER OFFENSES,Monday,SOUTHERN,ARREST
16,4,2013,21,VANDALISM,Tuesday,PARK,NONE
6,3,2014,16,WARRANTS,Thursday,SOUTHERN,ARREST
7,4,2007,11,LARCENY\/THEFT,Saturday,NORTHERN,ARREST
4,9,2009,9,ASSAULT,Friday,CENTRAL,JUVENILE ADMONISHED
19,4,2014,23,OTHER OFFENSES,Saturday,BAYVIEW,NONE
4,6,2006,10,ROBBERY,Sunday,NORTHERN,NONE
21,4,2006,19,LARCENY\/THEFT,Friday,BAYVIEW,NONE
14,7,2005,9,OTHER OFFENSES,Thursday,NORTHERN,NONE
30,5,2007,19,DRUG\/NARCOTIC,Wednesday,BAYVIEW,ARREST
11,9,2010,18,LARCENY\/THEFT,Saturday,TARAVAL,NONE
9,2,2011,16,DRUG\/NARCOTIC,Wednesday,BAYVIEW,ARREST
17,2,2003,14,OTHER OFFENSES,Monday,CENTRAL,ARREST
13,2,2005,19,VANDALISM,Sunday,CENTRAL,NONE
4,2,2015,19,BRIBERY,Wednesday,BAYVIEW,ARREST
30,4,2012,12,SECONDARY CODES,Monday,BAYVIEW,NONE
9,2,2013,18,LARCENY\/THEFT,Saturday,NORTHERN,NONE
3,2,2004,14,LARCENY\/THEFT,Tuesday,SOUTHERN,NONE
1,10,2009,17,LARCENY\/THEFT,Thursday,TARAVAL,NONE
26,11,2008,1,OTHER OFFENSES,Wednesday,MISSION,ARREST
15,7,2007,1,ASSAULT,Sunday,NORTHERN,ARREST
30,6,2006,22,OTHER OFFENSES,Friday,NORTHERN,ARREST
26,7,2005,10,OTHER OFFENSES,Tuesday,NORTHERN,NONE
15,7,2010,9,MISSING PERSON,Thursday,NORTHERN,LOCATED
24,2,2011,10,OTHER OFFENSES,Thursday,BAYVIEW,ARREST
6,4,2011,9,LARCENY\/THEFT,Wednesday,NORTHERN,NONE
6,3,2013,17,VANDALISM,Wednesday,BAYVIEW,NONE
13,7,2007,14,OTHER OFFENSES,Friday,NORTHERN,ARREST
20,4,2008,13,OTHER OFFENSES,Sunday,MISSION,ARREST
9,1,2014,18,LARCENY\/THEFT,Thursday,CENTRAL,NONE
21,8,2003,13,OTHER OFFENSES,Thursday,NORTHERN,NONE
20,4,2005,16,BURGLARY,Wednesday,SOUTHERN,NONE
2,12,2006,7,VANDALISM,Saturday,SOUTHERN,NONE
30,10,2003,20,WARRANTS,Thursday,MISSION,ARREST
24,11,2003,10,LARCENY\/THEFT,Monday,MISSION,NONE
26,10,2004,18,LARCENY\/THEFT,Tuesday,TARAVAL,NONE
16,5,2006,8,OTHER OFFENSES,Tuesday,TARAVAL,ARREST
6,8,2009,7,DRUG\/NARCOTIC,Thursday,TARAVAL,ARREST
11,1,2004,22,ROBBERY,Sunday,NORTHERN,NONE
22,8,2006,16,NON-CRIMINAL,Tuesday,SOUTHERN,NONE
8,7,2004,11,VEHICLE THEFT,Thursday,PARK,NONE
14,7,2005,18,VANDALISM,Thursday,BAYVIEW,NONE
5,9,2003,8,DRUG\/NARCOTIC,Friday,MISSION,ARREST
21,5,2005,7,TRESPASS,Saturday,CENTRAL,ARREST
1,5,2009,11,DRUG\/NARCOTIC,Friday,INGLESIDE,NONE
11,4,2010,10,BURGLARY,Sunday,BAYVIEW,NONE
5,10,2008,15,ROBBERY,Sunday,BAYVIEW,ARREST
27,11,2012,16,RECOVERED VEHICLE,Tuesday,MISSION,NONE
19,8,2004,10,ASSAULT,Thursday,NORTHERN,NONE
19,6,2010,20,DRUG\/NARCOTIC,Saturday,SOUTHERN,NONE
26,3,2006,20,BURGLARY,Sunday,CENTRAL,NONE
25,7,2004,13,WARRANTS,Sunday,TENDERLOIN,ARREST
6,11,2010,0,OTHER OFFENSES,Saturday,SOUTHERN,NONE
23,10,2010,9,LARCENY\/THEFT,Saturday,SOUTHERN,NONE
21,3,2012,18,ROBBERY,Wednesday,SOUTHERN,UNFOUNDED
5,4,2010,0,DRIVING UNDER THE INFLUENCE,Monday,MISSION,ARREST
2,4,2009,12,ASSAULT,Thursday,TARAVAL,NONE
20,7,2009,9,NON-CRIMINAL,Monday,RICHMOND,NONE
13,11,2006,23,NON-CRIMINAL,Monday,SOUTHERN,NONE
6,10,2013,2,OTHER OFFENSES,Sunday,INGLESIDE,ARREST
23,1,2012,9,NON-CRIMINAL,Monday,NORTHERN,NONE
12,12,2004,16,LARCENY\/THEFT,Sunday,SOUTHERN,ARREST
6,2,2015,20,LARCENY\/THEFT,Friday,TENDERLOIN,NONE
14,6,2013,12,NON-CRIMINAL,Friday,BAYVIEW,NONE
22,7,2004,10,OTHER OFFENSES,Thursday,SOUTHERN,ARREST
11,11,2009,10,SECONDARY CODES,Wednesday,TARAVAL,NONE
7,5,2005,23,OTHER OFFENSES,Saturday,BAYVIEW,ARREST
24,1,2003,5,NON-CRIMINAL,Friday,SOUTHERN,NONE
30,12,2012,21,VANDALISM,Sunday,SOUTHERN,NONE
1,5,2003,18,ASSAULT,Thursday,TARAVAL,ARREST
4,4,2014,10,NON-CRIMINAL,Friday,CENTRAL,NONE
20,9,2011,10,FRAUD,Tuesday,SOUTHERN,NONE
26,11,2007,22,SUSPICIOUS OCC,Monday,SOUTHERN,NONE
9,3,2006,21,ASSAULT,Thursday,MISSION,NONE
30,11,2008,12,DRUG\/NARCOTIC,Sunday,TENDERLOIN,ARREST
1,10,2009,9,TRESPASS,Thursday,TENDERLOIN,ARREST
5,9,2007,16,LARCENY\/THEFT,Wednesday,BAYVIEW,NONE
20,2,2007,13,DRUG\/NARCOTIC,Tuesday,SOUTHERN,ARREST
9,8,2011,16,NON-CRIMINAL,Tuesday,INGLESIDE,PSYCHOPATHIC CASE
9,4,2005,20,OTHER OFFENSES,Saturday,INGLESIDE,ARREST
14,11,2007,16,OTHER OFFENSES,Wednesday,SOUTHERN,ARREST
10,8,2005,5,BURGLARY,Wednesday,CENTRAL,NONE
11,7,2006,20,ASSAULT,Tuesday,RICHMOND,ARREST
24,2,2013,21,NON-CRIMINAL,Sunday,PARK,NONE
8,1,2003,17,ROBBERY,Wednesday,INGLESIDE,NONE
12,2,2010,0,NON-CRIMINAL,Friday,SOUTHERN,PSYCHOPATHIC CASE
30,12,2006,14,FRAUD,Saturday,NORTHERN,NONE
30,6,2011,16,OTHER OFFENSES,Thursday,TENDERLOIN,ARREST
22,8,2009,10,DRUG\/NARCOTIC,Saturday,TENDERLOIN,ARREST
19,5,2010,0,VANDALISM,Wednesday,TARAVAL,NONE
5,8,2008,22,LARCENY\/THEFT,Tuesday,SOUTHERN,NONE
13,6,2006,9,BURGLARY,Tuesday,CENTRAL,NONE
16,6,2011,11,LARCENY\/THEFT,Thursday,NORTHERN,NONE
7,10,2006,15,LARCENY\/THEFT,Saturday,CENTRAL,NONE
6,10,2011,6,LARCENY\/THEFT,Thursday,TENDERLOIN,NONE
2,10,2006,3,WARRANTS,Monday,SOUTHERN,ARREST
6,3,2015,1,OTHER OFFENSES,Friday,SOUTHERN,ARREST
2,9,2009,1,NON-CRIMINAL,Wednesday,SOUTHERN,NONE
11,6,2003,17,BURGLARY,Wednesday,BAYVIEW,NONE
15,12,2011,8,NON-CRIMINAL,Thursday,NORTHERN,NONE
10,10,2010,2,ASSAULT,Sunday,CENTRAL,NONE
30,9,2008,16,RECOVERED VEHICLE,Tuesday,BAYVIEW,NONE
24,1,2004,16,VEHICLE THEFT,Saturday,NORTHERN,NONE
22,2,2013,22,VEHICLE THEFT,Friday,RICHMOND,NONE
26,8,2012,11,OTHER OFFENSES,Sunday,RICHMOND,ARREST
20,4,2006,14,ASSAULT,Thursday,TARAVAL,ARREST
27,3,2010,13,SUSPICIOUS OCC,Saturday,NORTHERN,NONE
9,3,2012,0,OTHER OFFENSES,Friday,PARK,ARREST
25,6,2007,0,FORGERY\/COUNTERFEITING,Monday,SOUTHERN,NONE
31,3,2014,10,FRAUD,Monday,CENTRAL,ARREST
18,9,2008,8,ASSAULT,Thursday,RICHMOND,NONE
15,6,2014,19,NON-CRIMINAL,Sunday,BAYVIEW,PSYCHOPATHIC CASE
3,5,2008,9,ASSAULT,Saturday,SOUTHERN,ARREST
9,11,2009,11,FRAUD,Monday,NORTHERN,PROSECUTED BY OUTSIDE AGENCY
29,5,2009,13,STOLEN PROPERTY,Friday,SOUTHERN,ARREST
23,1,2013,13,MISSING PERSON,Wednesday,BAYVIEW,LOCATED
25,1,2013,19,DRUG\/NARCOTIC,Friday,NORTHERN,ARREST
29,12,2013,16,ASSAULT,Sunday,MISSION,NONE
9,1,2004,8,ASSAULT,Friday,TENDERLOIN,NONE
22,11,2004,22,OTHER OFFENSES,Monday,BAYVIEW,ARREST
9,1,2014,20,ASSAULT,Thursday,MISSION,NONE
20,8,2007,23,OTHER OFFENSES,Monday,TENDERLOIN,ARREST
22,7,2013,18,LARCENY\/THEFT,Monday,PARK,NONE
20,10,2011,22,OTHER OFFENSES,Thursday,PARK,ARREST
16,4,2009,11,LARCENY\/THEFT,Thursday,RICHMOND,NONE
7,7,2009,14,LARCENY\/THEFT,Tuesday,CENTRAL,NONE
26,1,2014,1,TRESPASS,Sunday,BAYVIEW,NONE
10,2,2010,11,OTHER OFFENSES,Wednesday,MISSION,ARREST
19,2,2014,14,ASSAULT,Wednesday,PARK,NONE
21,8,2007,23,VEHICLE THEFT,Tuesday,BAYVIEW,NONE
11,8,2013,14,BURGLARY,Sunday,PARK,NONE
13,1,2008,0,LARCENY\/THEFT,Sunday,PARK,NONE
15,11,2005,19,VEHICLE THEFT,Tuesday,CENTRAL,NONE
1,11,2006,0,FORGERY\/COUNTERFEITING,Wednesday,TARAVAL,NONE
24,3,2011,18,WARRANTS,Thursday,BAYVIEW,ARREST
22,1,2015,10,OTHER OFFENSES,Thursday,TARAVAL,NONE
2,9,2009,18,WARRANTS,Wednesday,CENTRAL,ARREST
26,5,2009,16,MISSING PERSON,Tuesday,TARAVAL,NONE
23,2,2012,1,VANDALISM,Thursday,BAYVIEW,NONE
5,11,2005,19,LARCENY\/THEFT,Saturday,CENTRAL,NONE
19,2,2013,4,SUSPICIOUS OCC,Tuesday,TENDERLOIN,NONE
11,12,2004,21,VEHICLE THEFT,Saturday,BAYVIEW,NONE
22,10,2011,13,OTHER OFFENSES,Saturday,MISSION,ARREST
15,11,2013,10,BURGLARY,Friday,MISSION,ARREST
11,6,2003,12,OTHER OFFENSES,Wednesday,CENTRAL,ARREST
2,5,2007,15,WARRANTS,Wednesday,SOUTHERN,ARREST
27,6,2007,16,VANDALISM,Wednesday,TARAVAL,NONE
16,9,2004,7,OTHER OFFENSES,Thursday,PARK,ARREST
22,4,2005,11,VEHICLE THEFT,Friday,PARK,NONE
10,3,2013,7,LARCENY\/THEFT,Sunday,SOUTHERN,EXCEPTIONAL CLEARANCE
5,2,2004,8,FORGERY\/COUNTERFEITING,Thursday,SOUTHERN,NONE
5,3,2004,23,ROBBERY,Friday,PARK,NONE
1,7,2005,16,BURGLARY,Friday,NORTHERN,NONE
2,7,2005,10,SUSPICIOUS OCC,Saturday,BAYVIEW,NONE
4,10,2011,7,LARCENY\/THEFT,Tuesday,CENTRAL,NONE
19,5,2005,10,OTHER OFFENSES,Thursday,MISSION,ARREST
14,4,2003,23,OTHER OFFENSES,Monday,TENDERLOIN,ARREST
14,10,2014,0,OTHER OFFENSES,Tuesday,TARAVAL,ARREST
14,7,2006,23,LIQUOR LAWS,Friday,BAYVIEW,ARREST
13,4,2004,21,SUSPICIOUS OCC,Tuesday,TENDERLOIN,NONE
27,12,2005,18,VEHICLE THEFT,Tuesday,TARAVAL,NONE
6,4,2014,23,ASSAULT,Sunday,MISSION,ARREST
17,5,2009,12,NON-CRIMINAL,Sunday,PARK,NONE
30,12,2010,11,BURGLARY,Thursday,PARK,NONE
11,12,2004,3,FRAUD,Saturday,MISSION,NONE
18,3,2004,2,ASSAULT,Thursday,TENDERLOIN,ARREST
15,5,2006,11,LARCENY\/THEFT,Monday,BAYVIEW,NONE
16,5,2007,16,ASSAULT,Wednesday,TARAVAL,ARREST
2,7,2010,12,LARCENY\/THEFT,Friday,BAYVIEW,NONE
27,11,2008,11,ASSAULT,Thursday,RICHMOND,ARREST
9,11,2009,16,OTHER OFFENSES,Monday,MISSION,ARREST
6,1,2009,15,DRUG\/NARCOTIC,Tuesday,TENDERLOIN,ARREST
3,4,2004,0,LARCENY\/THEFT,Saturday,TENDERLOIN,NONE
30,4,2015,8,VEHICLE THEFT,Thursday,TARAVAL,NONE
20,8,2013,11,NON-CRIMINAL,Tuesday,NORTHERN,NONE
30,12,2011,2,VEHICLE THEFT,Friday,INGLESIDE,NONE
15,12,2013,18,OTHER OFFENSES,Sunday,SOUTHERN,JUVENILE BOOKED
17,4,2015,19,OTHER OFFENSES,Friday,TARAVAL,NONE
18,2,2013,10,LARCENY\/THEFT,Monday,CENTRAL,NONE
24,2,2013,4,BURGLARY,Sunday,CENTRAL,ARREST
27,10,2009,13,LARCENY\/THEFT,Tuesday,SOUTHERN,NONE
19,8,2013,15,LARCENY\/THEFT,Monday,SOUTHERN,NONE
20,4,2005,1,VANDALISM,Wednesday,PARK,NONE
9,2,2008,18,DRIVING UNDER THE INFLUENCE,Saturday,NORTHERN,ARREST
22,3,2010,19,VEHICLE THEFT,Monday,INGLESIDE,NONE
23,7,2008,4,VEHICLE THEFT,Wednesday,BAYVIEW,NONE
29,1,2012,6,ROBBERY,Sunday,TENDERLOIN,NONE
22,9,2011,21,LARCENY\/THEFT,Thursday,TARAVAL,NONE
21,4,2010,9,OTHER OFFENSES,Wednesday,SOUTHERN,ARREST
3,10,2006,12,LARCENY\/THEFT,Tuesday,CENTRAL,PROSECUTED BY OUTSIDE AGENCY
10,3,2012,15,NON-CRIMINAL,Saturday,MISSION,NONE
3,5,2007,14,WARRANTS,Thursday,BAYVIEW,ARREST
19,3,2014,21,LARCENY\/THEFT,Wednesday,NORTHERN,NONE
15,4,2008,23,OTHER OFFENSES,Tuesday,MISSION,ARREST
2,4,2013,5,SECONDARY CODES,Tuesday,BAYVIEW,LOCATED
22,1,2003,21,ROBBERY,Wednesday,MISSION,NONE
18,5,2014,18,ASSAULT,Sunday,MISSION,NONE
11,10,2004,19,LARCENY\/THEFT,Monday,SOUTHERN,NONE
27,1,2012,8,LOITERING,Friday,BAYVIEW,ARREST
4,11,2011,19,OTHER OFFENSES,Friday,SOUTHERN,ARREST
3,11,2005,14,LARCENY\/THEFT,Thursday,MISSION,NONE
26,12,2004,22,VEHICLE THEFT,Sunday,MISSION,NONE
3,3,2004,11,OTHER OFFENSES,Wednesday,MISSION,ARREST
16,5,2005,13,DRUG\/NARCOTIC,Monday,BAYVIEW,ARREST
29,5,2007,15,WARRANTS,Tuesday,TENDERLOIN,ARREST
4,2,2003,15,NON-CRIMINAL,Tuesday,CENTRAL,NONE
18,10,2013,23,MISSING PERSON,Friday,SOUTHERN,LOCATED
20,7,2004,10,VEHICLE THEFT,Tuesday,BAYVIEW,NONE
24,7,2008,3,LARCENY\/THEFT,Thursday,RICHMOND,ARREST
6,2,2014,13,NON-CRIMINAL,Thursday,SOUTHERN,NONE
26,12,2012,8,LARCENY\/THEFT,Wednesday,TARAVAL,NONE
21,11,2010,12,LARCENY\/THEFT,Sunday,CENTRAL,NONE
8,9,2012,9,NON-CRIMINAL,Saturday,TARAVAL,NONE
3,6,2006,10,RUNAWAY,Saturday,PARK,NONE
30,7,2011,17,SUSPICIOUS OCC,Saturday,BAYVIEW,NONE
2,9,2014,11,LARCENY\/THEFT,Tuesday,CENTRAL,NONE
10,12,2014,16,FRAUD,Wednesday,RICHMOND,NONE
15,1,2010,13,NON-CRIMINAL,Friday,SOUTHERN,PSYCHOPATHIC CASE
29,12,2006,14,FORGERY\/COUNTERFEITING,Friday,SOUTHERN,NONE
26,11,2003,22,LARCENY\/THEFT,Wednesday,SOUTHERN,NONE
22,2,2015,23,NON-CRIMINAL,Sunday,BAYVIEW,NONE
3,11,2013,19,BURGLARY,Sunday,TARAVAL,ARREST
6,12,2004,12,WARRANTS,Monday,TARAVAL,NONE
21,1,2003,1,NON-CRIMINAL,Tuesday,SOUTHERN,NONE
16,4,2004,17,VEHICLE THEFT,Friday,SOUTHERN,NONE
5,4,2012,15,TRESPASS,Thursday,SOUTHERN,NONE
19,3,2014,11,MISSING PERSON,Wednesday,MISSION,LOCATED
3,5,2009,18,LARCENY\/THEFT,Sunday,SOUTHERN,ARREST
11,3,2007,10,LARCENY\/THEFT,Sunday,BAYVIEW,NONE
6,10,2006,12,NON-CRIMINAL,Friday,SOUTHERN,NONE
3,5,2010,22,VANDALISM,Monday,PARK,NONE
1,9,2004,18,OTHER OFFENSES,Wednesday,MISSION,ARREST
17,3,2009,15,OTHER OFFENSES,Tuesday,PARK,ARREST
30,10,2008,14,DRUG\/NARCOTIC,Thursday,SOUTHERN,ARREST
8,3,2005,18,SUSPICIOUS OCC,Tuesday,PARK,NONE
16,1,2010,20,OTHER OFFENSES,Saturday,CENTRAL,ARREST
7,7,2003,11,ASSAULT,Monday,NORTHERN,JUVENILE ADMONISHED
9,1,2013,19,ASSAULT,Wednesday,INGLESIDE,ARREST
27,1,2011,19,OTHER OFFENSES,Thursday,MISSION,ARREST
2,10,2014,15,OTHER OFFENSES,Thursday,TENDERLOIN,ARREST
26,7,2003,23,NON-CRIMINAL,Saturday,INGLESIDE,NONE
27,7,2008,0,PROSTITUTION,Sunday,NORTHERN,ARREST
30,10,2007,19,WARRANTS,Tuesday,SOUTHERN,JUVENILE BOOKED
11,3,2006,18,ASSAULT,Saturday,MISSION,ARREST
4,8,2014,10,NON-CRIMINAL,Monday,SOUTHERN,PSYCHOPATHIC CASE
22,4,2010,10,OTHER OFFENSES,Thursday,BAYVIEW,ARREST
29,6,2013,17,OTHER OFFENSES,Saturday,BAYVIEW,ARREST
7,1,2014,22,BURGLARY,Tuesday,MISSION,NONE
10,2,2006,5,ASSAULT,Friday,SOUTHERN,ARREST
9,11,2009,0,BURGLARY,Monday,TENDERLOIN,NONE
30,5,2004,10,LARCENY\/THEFT,Sunday,CENTRAL,NONE
3,6,2010,15,LARCENY\/THEFT,Thursday,RICHMOND,NONE
12,12,2006,12,OTHER OFFENSES,Tuesday,TARAVAL,ARREST
19,2,2009,12,NON-CRIMINAL,Thursday,BAYVIEW,NONE
12,11,2004,12,LARCENY\/THEFT,Friday,MISSION,NONE
24,2,2012,14,WARRANTS,Friday,BAYVIEW,ARREST
13,7,2003,8,NON-CRIMINAL,Sunday,BAYVIEW,NONE
10,8,2006,17,OTHER OFFENSES,Thursday,PARK,ARREST
3,5,2013,20,LARCENY\/THEFT,Friday,SOUTHERN,NONE
16,7,2005,3,OTHER OFFENSES,Saturday,BAYVIEW,ARREST
13,10,2014,10,LARCENY\/THEFT,Monday,SOUTHERN,ARREST
1,6,2003,1,ROBBERY,Sunday,CENTRAL,ARREST
10,7,2012,23,ASSAULT,Tuesday,TENDERLOIN,NONE
15,3,2004,14,LARCENY\/THEFT,Monday,NORTHERN,NONE
30,4,2004,16,VEHICLE THEFT,Friday,RICHMOND,NONE
6,10,2005,6,VANDALISM,Thursday,CENTRAL,NONE
21,10,2006,15,DRIVING UNDER THE INFLUENCE,Saturday,TARAVAL,ARREST
18,5,2014,11,BURGLARY,Sunday,SOUTHERN,ARREST
24,6,2009,18,WARRANTS,Wednesday,CENTRAL,ARREST
4,8,2004,22,ASSAULT,Wednesday,NORTHERN,NONE
24,1,2008,10,DRUG\/NARCOTIC,Thursday,CENTRAL,ARREST
2,11,2012,20,LARCENY\/THEFT,Friday,MISSION,NONE
24,8,2012,17,VEHICLE THEFT,Friday,SOUTHERN,NONE
14,1,2006,3,DRUG\/NARCOTIC,Saturday,SOUTHERN,ARREST
25,6,2008,15,ASSAULT,Wednesday,MISSION,NONE
11,8,2005,15,LARCENY\/THEFT,Thursday,TENDERLOIN,NONE
3,10,2013,15,MISSING PERSON,Thursday,PARK,LOCATED
20,8,2013,13,LARCENY\/THEFT,Tuesday,MISSION,ARREST
22,12,2004,21,BURGLARY,Wednesday,INGLESIDE,ARREST
4,5,2012,22,WEAPON LAWS,Friday,RICHMOND,ARREST
13,1,2011,16,MISSING PERSON,Thursday,INGLESIDE,LOCATED
28,12,2010,23,FRAUD,Tuesday,SOUTHERN,NONE
13,10,2014,10,LARCENY\/THEFT,Monday,TARAVAL,NONE
8,12,2008,13,OTHER OFFENSES,Monday,BAYVIEW,ARREST
6,5,2007,1,ASSAULT,Sunday,INGLESIDE,NONE
2,5,2013,14,ASSAULT,Thursday,SOUTHERN,NONE
31,12,2010,22,NON-CRIMINAL,Friday,MISSION,PSYCHOPATHIC CASE
6,9,2003,12,ASSAULT,Saturday,SOUTHERN,ARREST
8,9,2005,15,ASSAULT,Thursday,RICHMOND,NONE
8,4,2010,23,OTHER OFFENSES,Thursday,RICHMOND,ARREST
9,4,2005,22,DRUG\/NARCOTIC,Saturday,TENDERLOIN,ARREST
27,12,2010,18,BURGLARY,Monday,SOUTHERN,NONE
7,2,2004,9,LARCENY\/THEFT,Saturday,SOUTHERN,NONE
13,12,2008,22,LARCENY\/THEFT,Saturday,SOUTHERN,NONE
18,5,2014,14,ASSAULT,Sunday,CENTRAL,NONE
7,4,2011,18,WEAPON LAWS,Thursday,TENDERLOIN,ARREST
20,1,2014,15,VANDALISM,Monday,SOUTHERN,NONE
29,11,2014,16,LARCENY\/THEFT,Saturday,CENTRAL,NONE
25,2,2012,19,WEAPON LAWS,Saturday,SOUTHERN,ARREST
22,4,2012,18,LARCENY\/THEFT,Sunday,TENDERLOIN,ARREST
20,4,2010,19,SECONDARY CODES,Tuesday,NORTHERN,NONE
8,12,2004,13,ROBBERY,Wednesday,RICHMOND,NONE
22,4,2010,1,OTHER OFFENSES,Thursday,MISSION,NONE
31,10,2004,23,NON-CRIMINAL,Sunday,TENDERLOIN,NONE
8,6,2009,20,ASSAULT,Monday,NORTHERN,ARREST
18,3,2003,17,WARRANTS,Tuesday,CENTRAL,ARREST
19,10,2007,20,DRUG\/NARCOTIC,Friday,SOUTHERN,ARREST
4,5,2013,2,OTHER OFFENSES,Saturday,NORTHERN,NONE
8,1,2015,9,LARCENY\/THEFT,Thursday,CENTRAL,ARREST
10,4,2011,5,DISORDERLY CONDUCT,Sunday,SOUTHERN,ARREST
12,6,2014,22,BURGLARY,Thursday,SOUTHERN,NONE
29,11,2006,9,NON-CRIMINAL,Wednesday,TARAVAL,NONE
18,4,2006,18,ASSAULT,Tuesday,RICHMOND,ARREST
30,11,2008,23,WARRANTS,Sunday,MISSION,ARREST
18,10,2010,16,LARCENY\/THEFT,Monday,CENTRAL,NONE
24,12,2007,12,VEHICLE THEFT,Monday,RICHMOND,NONE
25,7,2009,20,DRIVING UNDER THE INFLUENCE,Saturday,MISSION,ARREST
4,2,2004,0,SECONDARY CODES,Wednesday,INGLESIDE,NONE
29,11,2009,17,EXTORTION,Sunday,TARAVAL,NONE
20,2,2004,23,OTHER OFFENSES,Friday,MISSION,ARREST
26,3,2011,10,DRUG\/NARCOTIC,Saturday,CENTRAL,ARREST
25,8,2010,21,WARRANTS,Wednesday,TARAVAL,ARREST
29,9,2003,13,SUSPICIOUS OCC,Monday,RICHMOND,PSYCHOPATHIC CASE
17,6,2011,13,FRAUD,Friday,TARAVAL,NONE
1,6,2013,15,LARCENY\/THEFT,Saturday,NORTHERN,NONE
20,1,2015,10,LARCENY\/THEFT,Tuesday,RICHMOND,NONE
20,4,2014,11,DRUNKENNESS,Sunday,MISSION,ARREST
14,11,2005,8,VEHICLE THEFT,Monday,RICHMOND,NONE
20,10,2010,16,ASSAULT,Wednesday,BAYVIEW,ARREST
24,1,2008,19,ASSAULT,Thursday,TENDERLOIN,NONE
31,5,2003,22,OTHER OFFENSES,Saturday,INGLESIDE,ARREST
17,10,2005,22,VANDALISM,Monday,PARK,ARREST
20,9,2013,20,LARCENY\/THEFT,Friday,TARAVAL,NONE
19,5,2005,17,LARCENY\/THEFT,Thursday,SOUTHERN,NONE
23,7,2004,18,RUNAWAY,Friday,MISSION,LOCATED
8,8,2004,4,WARRANTS,Sunday,INGLESIDE,ARREST
26,7,2005,3,ASSAULT,Tuesday,TENDERLOIN,NONE
5,6,2005,4,ASSAULT,Sunday,SOUTHERN,NONE
3,10,2014,14,ASSAULT,Friday,INGLESIDE,ARREST
21,2,2014,18,DRUG\/NARCOTIC,Friday,TENDERLOIN,ARREST
21,2,2012,23,DRUG\/NARCOTIC,Tuesday,CENTRAL,ARREST
16,9,2013,1,LARCENY\/THEFT,Monday,CENTRAL,NONE
13,6,2013,20,ASSAULT,Thursday,BAYVIEW,NONE
12,5,2003,8,BURGLARY,Monday,BAYVIEW,NONE
27,12,2005,16,VEHICLE THEFT,Tuesday,TARAVAL,NONE
7,1,2009,3,OTHER OFFENSES,Wednesday,NORTHERN,ARREST
6,1,2015,19,LARCENY\/THEFT,Tuesday,SOUTHERN,NONE
12,11,2013,23,LARCENY\/THEFT,Tuesday,NORTHERN,NONE
19,8,2009,21,LARCENY\/THEFT,Wednesday,CENTRAL,NONE
13,4,2009,12,OTHER OFFENSES,Monday,NORTHERN,ARREST
25,3,2005,14,WARRANTS,Friday,SOUTHERN,ARREST
4,9,2013,14,DRUG\/NARCOTIC,Wednesday,MISSION,ARREST
28,6,2012,19,LARCENY\/THEFT,Thursday,RICHMOND,NONE
1,11,2012,8,BURGLARY,Thursday,MISSION,NONE
25,1,2004,22,LARCENY\/THEFT,Sunday,NORTHERN,NONE
5,5,2012,17,OTHER OFFENSES,Saturday,TENDERLOIN,ARREST
12,1,2011,19,OTHER OFFENSES,Wednesday,NORTHERN,ARREST
20,4,2005,13,FORGERY\/COUNTERFEITING,Wednesday,NORTHERN,NOT PROSECUTED
10,8,2006,0,WARRANTS,Thursday,CENTRAL,ARREST
9,4,2011,22,NON-CRIMINAL,Saturday,NORTHERN,NONE
4,8,2009,12,LARCENY\/THEFT,Tuesday,SOUTHERN,NONE
18,10,2013,16,DRUG\/NARCOTIC,Friday,BAYVIEW,NONE
8,8,2011,19,ASSAULT,Monday,CENTRAL,NONE
4,9,2006,8,VANDALISM,Monday,INGLESIDE,NONE
4,3,2003,15,VEHICLE THEFT,Tuesday,BAYVIEW,NONE
29,11,2006,14,OTHER OFFENSES,Wednesday,TARAVAL,ARREST
30,8,2004,11,WEAPON LAWS,Monday,TENDERLOIN,ARREST
20,4,2012,17,VEHICLE THEFT,Friday,NORTHERN,NONE
29,5,2009,8,DRUG\/NARCOTIC,Friday,TENDERLOIN,ARREST
3,12,2005,13,DRUNKENNESS,Saturday,BAYVIEW,ARREST
6,9,2008,20,OTHER OFFENSES,Saturday,MISSION,ARREST
5,3,2004,16,FRAUD,Friday,NORTHERN,NONE
8,11,2004,16,VEHICLE THEFT,Monday,TENDERLOIN,NONE
30,11,2011,17,OTHER OFFENSES,Wednesday,RICHMOND,ARREST
27,6,2014,7,SECONDARY CODES,Friday,CENTRAL,NONE
6,8,2014,8,LARCENY\/THEFT,Wednesday,SOUTHERN,NONE
18,9,2008,14,LARCENY\/THEFT,Thursday,CENTRAL,NONE
3,11,2012,20,MISSING PERSON,Saturday,INGLESIDE,LOCATED
24,1,2011,20,ASSAULT,Monday,CENTRAL,ARREST
22,5,2011,3,KIDNAPPING,Sunday,TARAVAL,ARREST
14,5,2008,0,VEHICLE THEFT,Wednesday,MISSION,NONE
31,10,2012,20,BURGLARY,Wednesday,NORTHERN,NONE
